incident_name,Date ,Acres,Longitude,Latitude
Nuevo Fire,2023-08-01T10:04:00Z,20,-117.11938,33.7995
Nuevo Fire,2017-06-15T15:51:00Z,28,-117.11659,33.79925
Nuevo Fire,2017-08-13T13:34:00Z,19,-117.124538,33.797216
Santiago Fire,2018-06-11T17:04:00Z,155,-117.746625,33.787838
Juniper Fire,2023-06-27T15:30:41Z,68,-117.330286,33.787329
Jameson Fire,2017-04-30T19:43:00Z,12,-117.5048,33.7866
Oak Fire,2020-06-08T20:50:06Z,20,-116.89655,33.78275
Smoketree Fire,2020-06-02T19:38:16Z,129,-116.524014,33.782532
Navajo Fire,2017-07-13T14:14:00Z,10,-117.24091,33.77896
Ivy Fire,2019-08-25T10:58:28Z,80,-117.487578,33.77777348
Dawson Fire ,2020-06-13T18:32:06Z,10,-117.461925,33.776033
Cerritos Fire,2020-12-03T02:06:22Z,200,-117.051463,33.773754
Baker Fire,2013-10-06T10:52:00Z,40,-117.6649,33.7655
Candy Fire,2020-09-29T13:32:00Z,454,-117.374419,33.764357
Christmas Fire,2017-07-07T12:56:00Z,33,-117.314994,33.763304
241 Fire,2015-07-13T10:47:00Z,214,-117.7274,33.7626
Terra Fire,2018-08-06T14:19:00Z,35,-117.460278,33.759722
Ellis Fire,2017-07-18T15:34:00Z,72,-117.25075,33.75526
Meadow Fire,2023-09-26T14:08:23Z,23,-117.279764,33.753608
Snake Fire,2023-07-11T14:22:00Z,30,-117.348,33.7505
Melba Fire,2017-09-29T18:01:00Z,35,-117.10301,33.74925
Silverado Fire,2014-09-12T10:30:00Z,968,-117.601,33.748
Bond Fire,2020-12-02T22:14:00Z,6686,-117.674967,33.743842
Ethanac Fire,2018-06-03T14:17:00Z,17,-117.28189,33.742
Toro Fire ,2019-08-05T15:36:23Z,94,-117.333728,33.740219
Stowe Fire,2021-06-28T16:48:08Z,122,-117.050236,33.740058
Silverado Fire ,2020-10-26T07:54:50Z,12466,-117.65719,33.73614
Ellie Fire,2017-09-10T13:49:00Z,34,-117.33364,33.73547
Fairview Fire,2022-09-05T16:00:00Z,28098,-116.893227,33.717062
Tyler Fire,2018-04-15T04:38:00Z,15,-116.164058,33.711263
Trellis Fire,2017-06-18T16:03:00Z,26,-117.31924,33.71025
Mountain Fire,2013-07-15T13:43:00Z,27531,-116.72885,33.7095
Warren Fire,2019-09-30T07:07:00Z,19,-117.033598,33.703546
Holy Fire,2018-08-06T13:20:00Z,23136,-117.52055,33.69888
Diversion Fire,2019-05-30T12:41:00Z,45,-114.57265,33.69078
Gibbel Fire ,2019-07-11T16:27:17Z,20,-116.953889,33.69055556
Rose Fire,2017-07-31T14:22:00Z,200,-117.396404,33.689092
Main Fire,2018-04-28T14:26:00Z,73,-117.32281,33.67815
Jim Fire ,2022-03-02T11:06:00Z,,-117.5181037,33.6769121
Kathryn Fire,2021-06-15T13:30:00Z,15,-116.94956,33.67127
Garbani Fire,2023-06-20T12:55:00Z,43,-117.201092,33.656034
54 Fire,2013-05-16T13:48:00Z,40,-116.161201,33.655638
Holy Fire,2016-08-31T04:10:00Z,150,-117.5221,33.6542
South Main Fire,2020-03-06T12:44:00Z,20,-117.40906,33.65263
Shady Fire,2019-05-18T22:53:00Z,130,-116.172534,33.650237
Canyon Fire,2017-08-27T14:51:00Z,46,-117.3968,33.6444
Little Fire,2013-08-24T15:09:00Z,97,-116.706,33.642
Winchester Fire,2018-08-27T10:49:00Z,36,-117.085354,33.640051
Grand Fire,2020-06-08T15:45:17Z,27,-117.37581,33.638067
Bautista Fire,2019-09-15T20:13:05Z,167,-116.801111,33.635
Scott Fire,2021-06-01T13:06:00Z,28,-117.089849,33.631955
Patterson Fire,2018-05-17T14:19:00Z,1261,-117.05992,33.62924
Keller Fire,2018-08-19T15:55:00Z,10,-117.171731,33.627006
Washington Fire,2017-07-13T10:28:00Z,32,-117.07975,33.62613
Elliot Fire,2020-07-13T12:55:16Z,2,-117.108421,33.623968
Falls Fire,2013-08-05T10:10:00Z,1383,-117.40288,33.62236
Wildomar Fire,2017-10-26T12:34:00Z,866,-117.34192,33.60247
Stanley Fire,2023-08-02T13:59:00Z,16,-116.84334,33.602019
62 Fire,2022-06-04T23:15:00Z,60,-116.23339,33.59823
Van Buren Fire,2014-03-28T14:31:00Z,57,-116.1985,33.5982
Stanley Fire,2023-10-17T20:30:00Z,5,-116.857302,33.592915
Liberty Fire,2017-12-07T13:14:00Z,300,-117.14979,33.59257
Serenas Fire,2017-05-28T15:27:00Z,48,-116.07429,33.58577
Valley Fire,2017-06-13T12:00:00Z,33,-116.972036,33.584036
Lincoln Fire,2023-07-05T09:09:00Z,39,-116.078906,33.583941
Flats Fire,2021-06-13T11:12:13Z,341,-116.4518615,33.5812044
Laguna Fire,2016-06-26T13:10:00Z,47,-117.77395,33.57872
Anza Fire,2015-08-10T11:44:00Z,500,-116.5387,33.5736
Ribbon Fire,2018-07-26T10:12:00Z,205,-116.500058,33.571763
Reed Fire,2017-08-07T14:14:00Z,92,-116.8247,33.57139
66 Fire,2019-05-29T21:06:00Z,55,-116.1466,33.57039
Pierce Fire,2013-08-16T13:31:00Z,40,-116.10815,33.570291
Lincoln Fire,2019-07-12T17:15:31Z,80,-116.07896,33.56938
66 Fire,2023-05-15T12:10:00Z,127,-116.092746,33.569342
Martinez Fire,2018-07-23T14:55:00Z,40,-116.154398,33.56921
66 Fire,2017-04-13T02:30:00Z,15,-116.08003,33.56777
Indian Fire,2020-06-26T17:07:51Z,59,-116.750925,33.565093
Benton Fire,2018-07-04T14:20:00Z,63,-116.732032,33.56349
Emerald Fire ,2022-02-10T04:00:00Z,154,-117.805666,33.558085
Tripp Fire ,2020-07-09T14:27:09Z,10,-116.7464168,33.551838
Bautista Fire,2021-06-19T13:36:00Z,95,-116.707967,33.551747
Aliso Fire,2018-06-02T13:07:00Z,175,-117.72044,33.55132
70th Fire,2018-05-28T07:23:00Z,10,-116.10231,33.53924
Creek Fire,2021-05-04T13:28:00Z,32,-116.767011,33.532246
Manzanita Fire,2017-06-26T15:10:00Z,6309,-116.594422,33.530045
72 Fire,2021-01-19T14:48:24Z,43,-116.10723,33.52871
Tenaja,2019-09-04T16:43:36Z,1926,-117.273157,33.528469
Reed Fire,2017-06-13T17:21:00Z,20,-116.85226,33.52584
72 Fire,2022-03-26T18:18:21Z,,-116.099728,33.525345
Bridle Fire,2018-06-14T17:02:00Z,20,-116.821724,33.524412
Meadow Fire,2019-07-16T13:45:43Z,81,-116.7884,33.514658
111 Fire,2022-04-30T20:33:00Z,15,-115.916687,33.510716
Parkside Fire,2021-05-19T15:54:00Z,17,-115.917099,33.50994
Coastal Fire,2022-05-11T14:51:00Z,200,-117.744398,33.509464
Avocado Fire,2023-07-12T16:29:00Z,10,-117.300098,33.505725
Tornado Fire,2018-05-04T14:48:00Z,70,-117.148204,33.504964
Portola Fire,2017-10-10T14:57:00Z,23,-117.02132,33.50488
76 Fire,2021-06-20T17:32:36Z,20,-116.1147496,33.499081
Bailey Fire,2019-09-10T10:43:58Z,10,-116.631106,33.496633
Horseshoe Fire ,2019-09-14T17:53:00Z,503,-117.043723,33.4853
Chaparral Fire,2021-08-28T12:40:00Z,1427,-117.39309,33.484721
Casino Fire,2020-07-13T15:08:00Z,91,-116.83552,33.48429
Frog Fire,2023-07-06T15:32:15Z,33,-117.0575,33.479
Bonny Fire,2023-07-27T14:52:00Z,2322,-116.7247,33.4769
Temecula Fire,2016-06-04T11:40:00Z,139,-117.140883,33.476894
Rock Fire,2021-08-24T13:38:00Z,295,-116.659688,33.474823
Grande Fire,2018-06-03T13:38:00Z,11,-117.31468,33.47413
Woodchuck Fire,2018-05-04T18:53:00Z,15,-117.003829,33.467999
Sage Fire,2019-08-27T11:33:56Z,12,-116.914799,33.463991
Johnson Fire,2023-05-20T20:34:18Z,,-116.0614,33.4626
Volcano Fire,2020-08-20T16:18:49Z,45,-117.328234,33.454896
Johnson Fire ,2019-10-14T15:32:20Z,75,-116.05898,33.45148
Yucca Fire,2019-08-22T19:31:10Z,34,-116.857817,33.4506
Jardin Fire,2018-06-02T15:53:00Z,10,-117.22215,33.45014
 Cristianitos Fire,2017-06-28T17:56:00Z,0,-117.58252,33.43513
Sandia Fire,2022-09-04T13:42:00Z,30,-117.246996,33.432924
San Mateo Fire,2014-05-16T11:24:00Z,1457,-117.550567,33.417572
Pala Fire,2016-05-31T13:48:00Z,70,-117.08829,33.41639
Rock Fire,2018-07-28T15:14:00Z,207,-117.24044,33.41476
De Luz Fire,2015-08-09T08:22:00Z,55,-117.2886249,33.4115972
Vista Fire,2018-06-05T13:45:00Z,12,-117.22974,33.40769
Buffalo Fire,2017-10-17T10:19:00Z,1088,-117.402445,33.402411
Jacques Fire,2018-05-09T22:00:00Z,18,-117.27467,33.40178
Weisgarber Fire,2019-06-20T14:56:00Z,120,-117.29665,33.39684
Roblar Fire,2016-07-21T16:06:00Z,1245,-117.35093,33.393
Deluz Fire,2017-05-19T14:45:00Z,486,-117.32348,33.3906
Alpha Fire,2018-05-04T11:44:00Z,300,-117.502405,33.389425
Loma Fire,2017-10-13T15:40:00Z,81,-117.46709,33.38613
Cutca Fire,2015-07-24T16:18:00Z,167,-116.868611,33.383889
Aruba Fire,2021-09-05T15:50:14Z,54,-117.111157,33.380079
India Fire,2020-06-09T21:51:40Z,1100,-117.47166,33.37579
Agua Fire,2018-05-22T14:13:00Z,59,-117.03134,33.35505
Tomahawk Fire,2014-05-14T09:45:00Z,5367,-117.284889,33.3529
Oak Fire,2019-10-22T19:20:44Z,,-117.403719,33.351145
Range Fire,2017-05-25T18:15:00Z,1000,-117.39818,33.34988
Lost Fire,2017-07-22T15:00:00Z,255,-116.66107,33.34659
DeLuz Fire,2013-10-05T12:45:00Z,2236,-117.3092,33.341
Mesa Fire,2021-06-23T16:01:58Z,350,-117.095858,33.337282
Lilac Fire,2017-12-07T11:15:00Z,4088,-117.163,33.3237
Sierra Fire,2021-06-09T13:53:00Z,1000,-117.3483228,33.31571157
Highway Fire,2014-05-14T13:00:00Z,380,-117.162,33.312
Pauma Fire,2019-06-10T14:25:00Z,15,-116.97772,33.30267
58 Fire,2020-06-24T17:49:08Z,12,-115.96594,33.27665
Miller Fire,2019-10-25T15:05:52Z,37,-117.027333,33.259861
Gopher Fire,2016-11-13T11:14:00Z,28,-117.158475,33.254355
Douglas Fire,2017-06-13T14:31:00Z,50,-117.29509,33.23281
Gopher Fire,2016-08-10T09:14:00Z,35,-117.14547,33.22558
Lake Fire,2015-07-16T11:30:00Z,25,-116.73472,33.21407
Montezuma Fire,2017-08-26T11:30:00Z,62,-116.46989,33.20988
Wilson Fire,2017-10-15T14:05:00Z,25,-116.50897,33.18716
Black Fire,2017-06-25T12:09:00Z,36,-116.77342,33.1683
Volcan Fire,2018-05-10T20:41:00Z,12,-116.58759,33.12213
San Felipe Fire,2013-05-23T12:20:00Z,2650,-116.52579,33.12111
Ysabel Fire,2021-07-03T11:34:00Z,173,-116.677511,33.119448
Shelter Fire,2016-07-11T12:58:00Z,15,-116.58542,33.11645
Cocos Fire,2014-05-14T16:00:00Z,1995,-117.1599,33.1137
Poinsettia Fire,2014-05-14T10:30:00Z,600,-117.279,33.1109
Cloverdale Fire,2018-08-13T14:58:00Z,100,-117.0242529,33.0971179
Clevenger Fire,2021-06-20T18:28:38Z,53,-116.9543,33.09183
Casner Fire,2022-07-27T12:18:00Z,174,-116.7626279,33.0819687
Banner Fire,2014-07-03T10:43:00Z,217,-116.576454,33.078948
Pasqual Fire,2018-07-27T13:28:00Z,365,-116.91845,33.07892
Rangeland Fire,2018-08-09T13:09:00Z,250,-116.902985,33.076239
Caesar Fire,2022-09-05T12:00:00Z,50,-116.811345,33.064629
Casner Fire,2018-08-06T10:31:00Z,14,-116.77154,33.05737
Sawday Fire ,2019-10-25T10:52:04Z,97,-116.742508,33.055124
Cinnamon Fire,2018-07-20T13:07:00Z,13,-116.78928,33.04898
General Fire,2013-05-26T12:04:00Z,2500,-116.5209,33.04458
Bernardo Fire,2014-05-13T11:00:00Z,1548,-117.133,33.003
Rock Fire,2016-07-22T14:47:00Z,28,-116.9571,33.00056
Bunnie Fire,2023-08-09T11:18:00Z,184,-116.855731,32.994676
Southern Fire,2021-05-02T00:56:04Z,5366,-116.443391,32.987532
Feather Fire,2016-07-18T13:08:00Z,100,-116.7945,32.9612
Paso Fire,2021-04-12T18:44:23Z,28,-116.582369,32.958961
Chariot Fire,2013-07-06T12:55:00Z,7055,-116.47381,32.95435
Wildcat Fire,2015-06-17T17:03:00Z,171,-116.8534,32.9421
Carter Fire ,2020-04-04T20:22:08Z,275,-115.5865,32.93432
Overland Fire,2021-06-19T08:00:00Z,515,-116.233056,32.903917
Willow Fire,2019-09-25T14:17:25Z,52,-116.88,32.87833333
Valley Fire,2022-04-13T23:55:00Z,,-116.5185,32.8647
Jennings Fire,2017-07-11T13:45:00Z,400,-116.85396,32.84796
West Fire,2018-07-06T23:39:00Z,504,-116.7311,32.833674
Road Fire,2021-07-10T13:38:19Z,86,-116.6253,32.82731
Barrett Fire,2022-06-12T18:16:43Z,65,-116.5882585,32.8134303
Gun Fire,2014-03-08T12:30:00Z,125,-116.49,32.81
Vista Fire,2019-07-17T17:42:04Z,25,-116.839743,32.794768
Harbison,2022-07-12T18:28:08Z,37,-116.8460273,32.7947379
Evan Hewes,2022-06-29T12:53:35Z,,-115.71861,32.79106
Dehesa Fire ,2019-09-24T15:00:00Z,200,-116.806941,32.787656
Adobe Fire,2018-06-03T16:16:00Z,38,-117.06782,32.78031
Island Fire,2017-06-09T13:00:00Z,0,-114.578415,32.779139
Sloane Fire,2017-06-27T09:38:00Z,25,-116.8516,32.7789
Dehesa Fire,2019-07-28T19:51:55Z,150,-116.796032,32.767649
Valley Fire,2020-09-05T16:02:32Z,16390,-116.692705,32.765615
Fairmont Fire,2019-10-15T17:41:57Z,10,-117.097441,32.762706
Willow Fire,2020-12-02T09:00:51Z,,-116.9075,32.75277778
Green Fire,2018-06-03T18:23:00Z,10,-116.92404,32.75072
Black Wood Fire,2023-06-20T23:38:00Z,37,-116.34461,32.734788
Skyline Fire,2020-06-11T13:08:40Z,100,-116.7862,32.73044
Lyon Fire,2013-09-09T13:09:00Z,263,-116.746023,32.710918
Pass ,2023-08-06T16:16:00Z,36,-116.3017,32.68535
Park Fire,2015-07-24T12:43:00Z,25,-116.51684,32.682547
Ribbonwood Fire,2017-05-24T15:30:00Z,25,-116.29296,32.679
Jacumba Fire,2014-05-05T16:36:00Z,29,-116.222,32.665
Gate Fire,2017-05-20T23:19:00Z,2056,-116.80527,32.65597
Eclipse Fire,2017-08-21T14:00:00Z,200,-116.42907,32.65003
Church Fire,2017-10-21T13:04:00Z,100,-116.37345,32.64962
Otay Fire,2015-06-26T16:06:00Z,80,-116.9454387,32.6449163
Coyote Fire,2023-08-17T12:11:00Z,466,-116.6415,32.6347
Recycle Fire,2018-06-06T09:46:00Z,265,-116.46674,32.63046
Otay Fire,2019-06-29T11:11:55Z,28,-116.9141667,32.62305556
Border 11 Fire,2020-07-28T07:49:02Z,100,-116.77048,32.62212
Building Fire,2018-07-06T10:11:00Z,10,-116.764733,32.619855
Border 13 Fire ,2022-06-13T14:56:33Z,577,-116.737119,32.614832
Flume Fire,2013-07-28T09:43:00Z,25,-116.707335,32.612773
Border 32,2022-08-31T14:17:00Z,4456,-116.707395,32.612181
Border 27 Fire,2022-07-17T11:25:17Z,100,-116.6077664,32.6077664
Border Fire,2016-06-19T11:03:00Z,7609,-116.63028,32.60729
Park Fire,2023-07-09T16:28:27Z,64,-116.5836,32.6003
Border Fire,2017-09-01T04:20:00Z,130,-116.76997,32.6001
Border 9 Fire,2017-09-07T15:41:00Z,25,-116.61609,32.59252
Border Fire,2014-08-16T16:22:00Z,20,-116.89516,32.59154
Border 7 Fire,2020-06-11T16:57:46Z,90,-116.690712,32.580882
Border 13 Fire,2021-07-15T16:02:27Z,30,-116.634023,32.578481
Caliente Fire,2019-08-01T14:53:15Z,448,-117.026667,32.575556
Border 9 Fire,2019-08-15T16:24:24Z,80,-116.760465,32.57394
Border 8 Fire,2019-08-16T06:14:55Z,1507,-116.658735,32.573437
Border 16,2022-06-21T10:08:00Z,70,-116.750667,32.567333
Border Fire,2019-07-12T13:20:39Z,100,-116.7525,32.566389
Copper Fire,2019-10-31T06:39:56Z,50,-116.834583,32.564583
Border Fire,2013-05-22T16:14:00Z,100,-116.900368,32.564465
Border Fire,2018-07-17T14:05:00Z,28,-116.8663,32.557566
Border Fire,2019-05-13T18:46:00Z,22,-116.8663,32.557566
Border 10 Fire,2019-08-25T16:15:15Z,25,-116.873955,32.557546
