Site Name,City,Country,State,Street Address,Address,Latitude,Longitude,Coordinates,Zip Code,NPL Status,HRS Score
MEDLEY FARM DRUM DUMP,GAFFNEY,U.S.A,SC,SC HIGHWAY 18,"SC HIGHWAY 18, GAFFNEY, SC, U.S.A, 29340",35.0713998,-81.6423112,"35.0713998, -81.6423112",29340,Final NPL,31.58
"PALMETTO RECYCLING, INC.",COLUMBIA,U.S.A,SC,531 KOON STORE RD,"531 KOON STORE RD, COLUMBIA, SC, U.S.A, 29203",34.1234016,-81.0095126,"34.1234016, -81.0095126",29203,Deleted NPL,
PALMETTO WOOD PRESERVING,DIXIANA,U.S.A,SC,DIXIANNA RD,"DIXIANNA RD, DIXIANA, SC, U.S.A, 29033",33.9223913,-81.064892,"33.9223913, -81.064892",29033,Final NPL,38.43
"PARA-CHEM SOUTHERN, INC.",SIMPSONVILLE,U.S.A,SC,HWY 145,"HWY 145, SIMPSONVILLE, SC, U.S.A, 29681",34.7370639,-82.2542834,"34.7370639, -82.2542834",29681,Final NPL,
PARRIS ISLAND MARINE CORPS RECRUIT DEPOT,PARRIS ISLAND,U.S.A,SC,MARINE CORPS RECRUIT DEPOT,"MARINE CORPS RECRUIT DEPOT, PARRIS ISLAND, SC, U.S.A, 29902",32.3513924,-80.6891655,"32.3513924, -80.6891655",29902,Final NPL,50
ROCHESTER PROPERTY,TRAVELERS REST,U.S.A,SC,JCT LEDBETTER & WHITE HORSE ROAD,"JCT LEDBETTER & WHITE HORSE ROAD, TRAVELERS REST, SC, U.S.A, 29690",34.841428,-82.4442459,"34.841428, -82.4442459",29690,Deleted NPL,
ROCK HILL CHEMICAL CO.,ROCK HILL,U.S.A,SC,NORTH CHERRY RD,"NORTH CHERRY RD, ROCK HILL, SC, U.S.A, 29730",34.9626119,-81.0024061,"34.9626119, -81.0024061",29730,Final NPL,40.29
"SANGAMO WESTON, INC./TWELVE-MILE CREEK/LAKE HARTWELL PCB CONTAMINATION",PICKENS,U.S.A,SC,SANGAMO RD,"SANGAMO RD, PICKENS, SC, U.S.A, 29671",34.8947289,-82.7196409,"34.8947289, -82.7196409",29671,Final NPL,
SAVANNAH RIVER SITE (USDOE),AIKEN,U.S.A,SC,BETWEEN SC 125 & US 278,"BETWEEN SC 125 & US 278, AIKEN, SC, U.S.A, 29802",33.4285816,-81.8870046,"33.4285816, -81.8870046",29802,Final NPL,47.7
SCRDI BLUFF ROAD,COLUMBIA,U.S.A,SC,321 BLUFF RD S,"321 BLUFF RD S, COLUMBIA, SC, U.S.A, 29209",33.9790037,-81.028048,"33.9790037, -81.028048",29209,Final NPL,
SCRDI DIXIANA,CAYCE,U.S.A,SC,OFF SC HWY 321,"OFF SC HWY 321, CAYCE, SC, U.S.A, 29033",33.9634062,-81.0794947,"33.9634062, -81.0794947",29033,Final NPL,40.7
SHURON INC.,BARNWELL,U.S.A,SC,100 CLINTON ST,"100 CLINTON ST, BARNWELL, SC, U.S.A, 29812",33.2273973,-81.3615153,"33.2273973, -81.3615153",29812,Final NPL,68.26
TOWNSEND SAW CHAIN CO.,PONTIAC,U.S.A,SC,STATE ROUTE 53 & I-20,"STATE ROUTE 53 & I-20, PONTIAC, SC, U.S.A, 29045",34.1148539,-80.8028901,"34.1148539, -80.8028901",29045,Final NPL,
US FINISHING/CONE MILLS,GREENVILLE,U.S.A,SC,3335 OLD BUNCOMBE ROAD,"3335 OLD BUNCOMBE ROAD, GREENVILLE, SC, U.S.A, 29617",34.882881,-82.4263947,"34.882881, -82.4263947",29617,Final NPL,
"WAMCHEM, INC.",BURTON,U.S.A,SC,US HWY 21 N OF AIR BASE,"US HWY 21 N OF AIR BASE, BURTON, SC, U.S.A, 29902",32.3950345,-80.685776,"32.3950345, -80.685776",29902,Final NPL,47.7
ELLSWORTH AIR FORCE BASE,ELLSWORTH AFB,U.S.A,SD,44CSC/DE,"44CSC/DE, ELLSWORTH AFB, SD, U.S.A, 57706",44.1521528,-103.0731459,"44.1521528, -103.0731459",57706,Final NPL,
GILT EDGE MINE,LEAD,U.S.A,SD,4 MILES SE OF TOWN,"4 MILES SE OF TOWN, LEAD, SD, U.S.A, 57754",44.3522065,-103.7651984,"44.3522065, -103.7651984",57754,Final NPL,50
WHITEWOOD CREEK,WHITEWOOD,U.S.A,SD,18 MI PART OF STREAM,"18 MI PART OF STREAM, WHITEWOOD, SD, U.S.A, 57793",44.4610952,-103.6385276,"44.4610952, -103.6385276",57793,Deleted NPL,
WILLIAMS PIPE LINE CO. DISPOSAL PIT,SIOUX FALLS,U.S.A,SD,5300 W 12TH ST,"5300 W 12TH ST, SIOUX FALLS, SD, U.S.A, 57107",43.5448608,-96.7919425,"43.5448608, -96.7919425",57107,Deleted NPL,
ALAMO CONTAMINATED GROUND WATER,ALAMO,U.S.A,TN,SOUTH BELLS STREET,"SOUTH BELLS STREET, ALAMO, TN, U.S.A, 38001",35.779281,-89.11742,"35.779281, -89.11742",38001,Final NPL,50
"AMERICAN CREOSOTE WORKS, INC. (JACKSON PLANT)",JACKSON,U.S.A,TN,307 MEADOW ST,"307 MEADOW ST, JACKSON, TN, U.S.A, 38301",35.6110677,-88.8326891,"35.6110677, -88.8326891",38301,Final NPL,35.22
AMNICOLA DUMP,CHATTANOOGA,U.S.A,TN,AMNICOLA HWY,"AMNICOLA HWY, CHATTANOOGA, TN, U.S.A, 37406",35.0830557,-85.26319,"35.0830557, -85.26319",37406,Deleted NPL,
ARLINGTON BLENDING & PACKAGING,ARLINGTON,U.S.A,TN,12121 HWY 70,"12121 HWY 70, ARLINGTON, TN, U.S.A, 38002",35.4677219,-89.3993646,"35.4677219, -89.3993646",38002,Final NPL,39.03
CARRIER AIR CONDITIONING CO.,COLLIERVILLE,U.S.A,TN,97 S BYHALIA RD,"97 S BYHALIA RD, COLLIERVILLE, TN, U.S.A, 38017",35.039997,-89.6910746,"35.039997, -89.6910746",38017,Final NPL,48.91
CHEMET CO.,MOSCOW,U.S.A,TN,Postal Address is unavailable for the Site,"Postal Address is unavailable for the Site, MOSCOW, TN, U.S.A, 38057",35.0620344,-89.4039631,"35.0620344, -89.4039631",38057,Deleted NPL,
CLINCH RIVER CORPORATION,HARRIMAN,U.S.A,TN,728 EMORY DRIVE,"728 EMORY DRIVE, HARRIMAN, TN, U.S.A, 37748",35.9308124,-84.5399724,"35.9308124, -84.5399724",37748,Final NPL,48.03
COPPER BASIN MINING DISTRICT,COPPERHILL,U.S.A,TN,"TOCCOA STREET, HWY 68","TOCCOA STREET, HWY 68, COPPERHILL, TN, U.S.A, 37317",34.9879823,-84.3697234,"34.9879823, -84.3697234",37317,Not NPL,
FORMER CUSTOM CLEANERS,MEMPHIS,U.S.A,TN,3517 Southern Avenue,"3517 Southern Avenue, MEMPHIS, TN, U.S.A, 38111",35.1151406,-89.9449871,"35.1151406, -89.9449871",38111,Final NPL,50
GALLAWAY PITS,GALLAWAY,U.S.A,TN,OFF HWY 70,"OFF HWY 70, GALLAWAY, TN, U.S.A, 38036",35.503669,-89.3640469,"35.503669, -89.3640469",38036,Deleted NPL,
ICG ISELIN RAILROAD YARD,JACKSON,U.S.A,TN,ISELIN ST,"ISELIN ST, JACKSON, TN, U.S.A, 38301",35.6043018,-88.8001014,"35.6043018, -88.8001014",38301,Deleted NPL,
ILLINOIS CENTRAL RAILROAD COMPANY'S JOHNSTON YARD SUPERFUND SITE,MEMPHIS,U.S.A,TN,2921 HORN LAKE ROAD,"2921 HORN LAKE ROAD, MEMPHIS, TN, U.S.A, 38109",34.9030463,-90.0613281,"34.9030463, -90.0613281",38109,Not NPL,
LEWISBURG DUMP,LEWISBURG,U.S.A,TN,CRUSHER RD,"CRUSHER RD, LEWISBURG, TN, U.S.A, 37091",35.5005999,-86.761749,"35.5005999, -86.761749",37091,Deleted NPL,
MALLORY CAPACITOR CO.,WAYNESBORO,U.S.A,TN,BELEW DRIVE,"BELEW DRIVE, WAYNESBORO, TN, U.S.A, 38485",35.3184781,-87.7603018,"35.3184781, -87.7603018",38485,Final NPL,29.44
MEMPHIS DEFENSE DEPOT (DLA),MEMPHIS,U.S.A,TN,2163 AIRWAYS BLVD,"2163 AIRWAYS BLVD, MEMPHIS, TN, U.S.A, 38114",35.0872283,-89.9885706,"35.0872283, -89.9885706",38114,Final NPL,58.06
MILAN ARMY AMMUNITION PLANT,MILAN,U.S.A,TN,HWY 104,"HWY 104, MILAN, TN, U.S.A, 38358",35.9208827,-88.7589415,"35.9208827, -88.7589415",38358,Final NPL,58.15
MURRAY-OHIO DUMP,LAWRENCEBURG,U.S.A,TN,GLENN SPRINGS RD,"GLENN SPRINGS RD, LAWRENCEBURG, TN, U.S.A, 38464",35.2259416,-87.3741218,"35.2259416, -87.3741218",38464,Final NPL,46.44
NATIONAL FIREWORKS,CORDOVA,U.S.A,TN,9400-9600 MACON ROAD,"9400-9600 MACON ROAD, CORDOVA, TN, U.S.A, 38016",35.1640445,-89.7496936,"35.1640445, -89.7496936",38016,Final NPL,50
NORTH HOLLYWOOD DUMP,MEMPHIS,U.S.A,TN,1700-2000 BLKS/N. HOLLYWOOD ST,"1700-2000 BLKS/N. HOLLYWOOD ST, MEMPHIS, TN, U.S.A, 38108",35.1739767,-89.9754328,"35.1739767, -89.9754328",38108,Deleted NPL,
OAK RIDGE RESERVATION (USDOE),OAK RIDGE,U.S.A,TN,BETHEL VALLEY ROAD,"BETHEL VALLEY ROAD, OAK RIDGE, TN, U.S.A, 37830",35.9528686,-84.2736266,"35.9528686, -84.2736266",37830,Final NPL,51.13
ROSS METALS INC.,ROSSVILLE,U.S.A,TN,100 N RAILROAD STREET,"100 N RAILROAD STREET, ROSSVILLE, TN, U.S.A, 38066",35.0489212,-89.5444335,"35.0489212, -89.5444335",38066,Final NPL,37.65
SIXTY ONE INDUSTRIAL PARK,MEMPHIS,U.S.A,TN,5607 HWY 61 SOUTH,"5607 HWY 61 SOUTH, MEMPHIS, TN, U.S.A, 38107",41.4674766,-91.0045705,"41.4674766, -91.0045705",38107,Not NPL,
SMALLEY-PIPER,COLLIERVILLE,U.S.A,TN,719 PIPER STREET,"719 PIPER STREET, COLLIERVILLE, TN, U.S.A, 38017",35.0446938,-89.6863953,"35.0446938, -89.6863953",38017,Final NPL,50
SMOKEY MOUNTAIN SMELTERS,KNOXVILLE,U.S.A,TN,1508 MARYVILLE PIKE,"1508 MARYVILLE PIKE, KNOXVILLE, TN, U.S.A, 37920",35.919114,-83.926365,"35.919114, -83.926365",37920,Final NPL,50
SOUTHSIDE CHATTANOOGA LEAD,CHATTANOOGA,U.S.A,TN,Intersection of East 16th Street and Jefferson,"Intersection of East 16th Street and Jefferson, CHATTANOOGA, TN, U.S.A, 37408",35.0325267,-85.300568,"35.0325267, -85.300568",37408,Final NPL,50
TENNESSEE PRODUCTS,CHATTANOOGA,U.S.A,TN,Postal Address is unavailable for the Site,"Postal Address is unavailable for the Site, CHATTANOOGA, TN, U.S.A, 37410",35.0010118,-85.3162066,"35.0010118, -85.3162066",37410,Deleted NPL,
VELSICOL CHEMICAL CORP. (HARDEMAN COUNTY),TOONE,U.S.A,TN,TOONE-TEAGUE RD,"TOONE-TEAGUE RD, TOONE, TN, U.S.A, 38381",35.3695566,-88.9648556,"35.3695566, -88.9648556",38381,Final NPL,47.71
"WALKER MACHINE PRODUCTS, INC.",COLLIERVILLE,U.S.A,TN,459 WASHINGTON STREET,"459 WASHINGTON STREET, COLLIERVILLE, TN, U.S.A, 38017",35.0418519,-89.6536234,"35.0418519, -89.6536234",38017,Final NPL,50
WRIGLEY CHARCOAL PLANT,WRIGLEY,U.S.A,TN,OLD CHARCOAL RD 1 MI S OF LYLE,"OLD CHARCOAL RD 1 MI S OF LYLE, WRIGLEY, TN, U.S.A, 37098",35.9008982,-87.3475119,"35.9008982, -87.3475119",37098,Final NPL,36.14
AIR FORCE PLANT #4 (GENERAL DYNAMICS),FORT WORTH,U.S.A,TX,GRANTS LANE,"GRANTS LANE, FORT WORTH, TX, U.S.A, 76108",32.7673559,-97.4458973,"32.7673559, -97.4458973",76108,Final NPL,39.92
ALCOA (POINT COMFORT)/LAVACA BAY,POINT COMFORT,U.S.A,TX,Postal Address is unavailable for the Site,"Postal Address is unavailable for the Site, POINT COMFORT, TX, U.S.A, 77979",28.6797169,-96.5602537,"28.6797169, -96.5602537",77979,Final NPL,50
BAILEY WASTE DISPOSAL,BRIDGE CITY,U.S.A,TX,HWY 87 S @ RAINBOW BRIDGE,"HWY 87 S @ RAINBOW BRIDGE, BRIDGE CITY, TX, U.S.A, 77611",29.9815488,-93.8710744,"29.9815488, -93.8710744",77611,Deleted NPL,
BANDERA ROAD GROUND WATER PLUME,SAN ANTONIO,U.S.A,TX,INTERSECTION OF BANDERA ROAD AND,"INTERSECTION OF BANDERA ROAD AND, SAN ANTONIO, TX, U.S.A, 78238",29.5528988,-98.6666165,"29.5528988, -98.6666165",78238,Final NPL,50
"BIO-ECOLOGY SYSTEMS, INC.",GRAND PRAIRIE,U.S.A,TX,4100 E JEFFERSON,"4100 E JEFFERSON, GRAND PRAIRIE, TX, U.S.A, 75051",32.7465017,-96.9357495,"32.7465017, -96.9357495",75051,Deleted NPL,
BRINE SERVICE COMPANY,CORPUS CHRISTI,U.S.A,TX,NORTHEAST OF INTERSECTION AT IH-37 AND,"NORTHEAST OF INTERSECTION AT IH-37 AND, CORPUS CHRISTI, TX, U.S.A, 78409",27.8025401,-97.5138947,"27.8025401, -97.5138947",78409,Final NPL,50
"BRIO REFINING, INC.",FRIENDSWOOD,U.S.A,TX,2501 DIXIE FARM ROAD,"2501 DIXIE FARM ROAD, FRIENDSWOOD, TX, U.S.A, 77089",29.5707303,-95.1999411,"29.5707303, -95.1999411",77089,Deleted NPL,
CIRCLE COURT GROUND WATER PLUME,WILLOW PARK,U.S.A,TX,117 CIRCLE COURT,"117 CIRCLE COURT, WILLOW PARK, TX, U.S.A, 76087",32.744648,-97.6781301,"32.744648, -97.6781301",76087,Final NPL,50
CITY OF PERRYTON WELL NO. 2,PERRYTON,U.S.A,TX,NORTH AMHERST STREET AND SANTA FE AVENUE,"NORTH AMHERST STREET AND SANTA FE AVENUE, PERRYTON, TX, U.S.A, 79070",36.4002611,-100.8045897,"36.4002611, -100.8045897",79070,Final NPL,50
CONROE CREOSOTING CO.,CONROE,U.S.A,TX,"HIGHWAY 105 EAST, BOX 9","HIGHWAY 105 EAST, BOX 9, CONROE, TX, U.S.A, 77301",30.3251694,-95.3939108,"30.3251694, -95.3939108",77301,Final NPL,48
CRYSTAL CHEMICAL CO.,HOUSTON,U.S.A,TX,3502 ROGERDALE RD,"3502 ROGERDALE RD, HOUSTON, TX, U.S.A, 77042",29.719992,-95.56067,"29.719992, -95.56067",77042,Final NPL,60.9
CRYSTAL CITY AIRPORT,CRYSTAL CITY,U.S.A,TX,101 E DIMMIT,"101 E DIMMIT, CRYSTAL CITY, TX, U.S.A, 78839",28.6789762,-99.8280566,"28.6789762, -99.8280566",78839,Deleted NPL,
DELFASCO FORGE,GRAND PRAIRIE,U.S.A,TX,114 NE 28TH STREET,"114 NE 28TH STREET, GRAND PRAIRIE, TX, U.S.A, 75050",32.7503553,-96.963039,"32.7503553, -96.963039",75050,Final NPL,50
"DIXIE OIL PROCESSORS, INC.",FRIENDSWOOD,U.S.A,TX,2505 CHOATE RD,"2505 CHOATE RD, FRIENDSWOOD, TX, U.S.A, 77546",29.5689229,-95.2014494,"29.5689229, -95.2014494",77546,Deleted NPL,
DONNA RESERVOIR AND CANAL SYSTEM,DONNA,U.S.A,TX,"SOUTH TEXAS, NORTH OF RIO GRANDE RIVER","SOUTH TEXAS, NORTH OF RIO GRANDE RIVER, DONNA, TX, U.S.A, 78537",26.1703525,-98.05195,"26.1703525, -98.05195",78537,Final NPL,50
EAST 67TH STREET GROUND WATER PLUME,ODESSA,U.S.A,TX,"102 23', 23.36"" WEST, 31, 54', 22.26""","102 23', 23.36"" WEST, 31, 54', 22.26"", ODESSA, TX, U.S.A, 79762",31.872145,-102.3816056,"31.872145, -102.3816056",79762,Final NPL,50
"ELDORADO CHEMICAL CO., INC.",LIVE OAK,U.S.A,TX,14350 LOOKOUT RD.,"14350 LOOKOUT RD., LIVE OAK, TX, U.S.A, 78233",29.569695,-98.3522495,"29.569695, -98.3522495",78233,Final NPL,38.85
FALCON REFINERY,INGLESIDE,U.S.A,TX,FM 2725 AT BISHOP ROAD,"FM 2725 AT BISHOP ROAD, INGLESIDE, TX, U.S.A, 78362",27.8606595,-97.1790601,"27.8606595, -97.1790601",78362,Final NPL,50
"FRENCH, LTD.",CROSBY,U.S.A,TX,SAN JACINTO RIVER CROSSING,"SAN JACINTO RIVER CROSSING, CROSBY, TX, U.S.A, 77532",29.9118885,-95.0621512,"29.9118885, -95.0621512",77532,Final NPL,63.33
GARLAND CREOSOTING,LONGVIEW,U.S.A,TX,3915 GARLAND ROAD,"3915 GARLAND ROAD, LONGVIEW, TX, U.S.A, 75602",32.442157,-94.711654,"32.442157, -94.711654",75602,Final NPL,49.1
GENEVA INDUSTRIES/FUHRMANN ENERGY,HOUSTON,U.S.A,TX,9334 CANIFF RD,"9334 CANIFF RD, HOUSTON, TX, U.S.A, 77017",29.660912,-95.250423,"29.660912, -95.250423",77017,Final NPL,
GULFCO MARINE MAINTENANCE,FREEPORT,U.S.A,TX,BRAZORIA COUNTY RD 756,"BRAZORIA COUNTY RD 756, FREEPORT, TX, U.S.A, 77541",28.9541368,-95.3596617,"28.9541368, -95.3596617",77541,Final NPL,50
HARRIS (FARLEY STREET),HOUSTON,U.S.A,TX,1000'S OF GENOA RED BLUFF RD,"1000'S OF GENOA RED BLUFF RD, HOUSTON, TX, U.S.A, 77034",29.6303969,-95.1823512,"29.6303969, -95.1823512",77034,Deleted NPL,
HART CREOSOTING COMPANY,JASPER,U.S.A,TX,STATE HIGHWAY 96,"STATE HIGHWAY 96, JASPER, TX, U.S.A, 75951",31.253686,-93.987202,"31.253686, -93.987202",75951,Final NPL,48
HIGHLANDS ACID PIT,HIGHLANDS,U.S.A,TX,611 BATTLEBELL - CLEAR LAKE ROAD,"611 BATTLEBELL - CLEAR LAKE ROAD, HIGHLANDS, TX, U.S.A, 77562",29.8172264,-95.0688947,"29.8172264, -95.0688947",77562,Final NPL,37.77
HIGHWAY 18 GROUND WATER,KERMIT,U.S.A,TX,INTERSECTION OF HIGHWAY 18 AND JEFFEE DRIVE,"INTERSECTION OF HIGHWAY 18 AND JEFFEE DRIVE, KERMIT, TX, U.S.A, 79745",31.8520046,-103.0906794,"31.8520046, -103.0906794",79745,Final NPL,50
JASPER CREOSOTING COMPANY INC.,JASPER,U.S.A,TX,600 NORTH MCQUEEN STREET BOX 6021,"600 NORTH MCQUEEN STREET BOX 6021, JASPER, TX, U.S.A, 75951",30.9342313,-93.9845976,"30.9342313, -93.9845976",75951,Final NPL,50
JONES ROAD GROUND WATER PLUME,HOUSTON,U.S.A,TX,11600 Jones Road,"11600 Jones Road, HOUSTON, TX, U.S.A, 77070",29.9421008,-95.5839645,"29.9421008, -95.5839645",77070,Final NPL,46.5
"KOPPERS CO., INC. (TEXARKANA PLANT)",TEXARKANA,U.S.A,TX,WEST 3RD ST,"WEST 3RD ST, TEXARKANA, TX, U.S.A, 75501",33.4185203,-94.0547236,"33.4185203, -94.0547236",75501,Final NPL,31.31
"LANE PLATING WORKS, INC",DALLAS,U.S.A,TX,5322 Bonnie View Road,"5322 Bonnie View Road, DALLAS, TX, U.S.A, 75241",32.6878333,-96.7689209,"32.6878333, -96.7689209",75241,Final NPL,50
LONE STAR ARMY AMMUNITION PLANT,TEXARKANA,U.S.A,TX,HWY 82 W,"HWY 82 W, TEXARKANA, TX, U.S.A, 75501",33.4087277,-94.0685754,"33.4087277, -94.0685754",75501,Final NPL,31.85
LONGHORN ARMY AMMUNITION PLANT,KARNACK,U.S.A,TX,HWY 43,"HWY 43, KARNACK, TX, U.S.A, 75670",32.668078,-94.1707038,"32.668078, -94.1707038",75670,Final NPL,39.83
MAIN STREET GROUND WATER PLUME,BURNET,U.S.A,TX,COUNTY ROAD 340,"COUNTY ROAD 340, BURNET, TX, U.S.A, 78611",30.7305927,-98.2192792,"30.7305927, -98.2192792",78611,Final NPL,50
MALONE SERVICE CO - SWAN LAKE PLANT,TEXAS CITY,U.S.A,TX,LOOP 197 S,"LOOP 197 S, TEXAS CITY, TX, U.S.A, 77590",29.3633371,-94.9196323,"29.3633371, -94.9196323",77590,Final NPL,50
"MANY DIVERSIFIED INTERESTS, INC.",HOUSTON,U.S.A,TX,3617 BAER STREET,"3617 BAER STREET, HOUSTON, TX, U.S.A, 77020",29.768266,-95.332322,"29.768266, -95.332322",77020,Final NPL,
MIDESSA GROUND WATER PLUME,MIDLAND,U.S.A,TX,INTERSECTION OF COUNTY RD 1290 & CR 128,"INTERSECTION OF COUNTY RD 1290 & CR 128, MIDLAND, TX, U.S.A, 79706",31.9108128,-102.2333666,"31.9108128, -102.2333666",79706,Final NPL,50
"MOTCO, INC.",LA MARQUE,U.S.A,TX,JCT HIGHWAYS 3 6 & 75,"JCT HIGHWAYS 3 6 & 75, LA MARQUE, TX, U.S.A, 77590",29.3852763,-94.9247074,"29.3852763, -94.9247074",77590,Final NPL,
NORTH CAVALCADE STREET,HOUSTON,U.S.A,TX,NE OF CAVALCADE AND MAURY/BTWN BH&T RR,"NE OF CAVALCADE AND MAURY/BTWN BH&T RR, HOUSTON, TX, U.S.A, 77009",29.7901812,-95.3677844,"29.7901812, -95.3677844",77009,Final NPL,37.08
NORTH EAST 2ND STREET SITE,HAPPY,U.S.A,TX,201 NORTH GORDON STREET,"201 NORTH GORDON STREET, HAPPY, TX, U.S.A, 79042",34.7455901,-101.8543375,"34.7455901, -101.8543375",79042,Final NPL,32.33
NORTHWEST ODESSA GROUNDWATER,ODESSA,U.S.A,TX,Intersection of Andrews Highway and 54th Street,"Intersection of Andrews Highway and 54th Street, ODESSA, TX, U.S.A, 79762",31.8944579,-102.3887774,"31.8944579, -102.3887774",79762,Final NPL,50
ODESSA CHROMIUM #1,ODESSA,U.S.A,TX,4318 BRAZOS AVE,"4318 BRAZOS AVE, ODESSA, TX, U.S.A, 79762",31.8809366,-102.4041429,"31.8809366, -102.4041429",79762,Final NPL,42.24
ODESSA CHROMIUM #2 (ANDREWS HIGHWAY),ODESSA,U.S.A,TX,5201 ANDREWS HWY,"5201 ANDREWS HWY, ODESSA, TX, U.S.A, 79762",31.8927174,-102.3885208,"31.8927174, -102.3885208",79762,Deleted NPL,
OLD ESCO MANUFACTURING,GREENVILLE,U.S.A,TX,500 FORRESTER STREET,"500 FORRESTER STREET, GREENVILLE, TX, U.S.A, 75401",33.138628,-96.07574,"33.138628, -96.07574",75401,Deleted NPL,
PALMER BARGE LINE,PORT ARTHUR,U.S.A,TX,8700 FERRY ROAD,"8700 FERRY ROAD, PORT ARTHUR, TX, U.S.A, 77640",29.8796363,-93.9776389,"29.8796363, -93.9776389",77640,Deleted NPL,
PANTEX PLANT (USDOE),PANTEX VILLAGE,U.S.A,TX,2000 S HOUSTON,"2000 S HOUSTON, PANTEX VILLAGE, TX, U.S.A, 79111",29.7604267,-95.3698028,"29.7604267, -95.3698028",79111,Final NPL,51.22
PATRICK BAYOU,DEER PARK,U.S.A,TX,"N 29 43'55""/W 95 06'52.5""","N 29 43'55""/W 95 06'52.5"", DEER PARK, TX, U.S.A, 77536",29.6790149,-95.1119407,"29.6790149, -95.1119407",77536,Final NPL,47.83
PESSES CHEMICAL CO.,FORT WORTH,U.S.A,TX,2301 S MAIN ST,"2301 S MAIN ST, FORT WORTH, TX, U.S.A, 76110",32.7186459,-97.3260876,"32.7186459, -97.3260876",76110,Deleted NPL,
"PETRO-CHEMICAL SYSTEMS, INC. (TURTLE BAYOU)",LIBERTY,U.S.A,TX,1 MI E OF FM563/7 MI N OF I-10,"1 MI E OF FM563/7 MI N OF I-10, LIBERTY, TX, U.S.A, 77575",30.4967667,-100.0131079,"30.4967667, -100.0131079",77575,Final NPL,29.94
R & H OIL/TROPICANA ENERGY,SAN ANTONIO,U.S.A,TX,403 SOMERSET ROAD,"403 SOMERSET ROAD, SAN ANTONIO, TX, U.S.A, 78211",29.3715718,-98.5372777,"29.3715718, -98.5372777",78211,Proposed NPL,50
RIVER CITY METAL FINISHING,SAN ANTONIO,U.S.A,TX,12040 POTRANCO ROAD,"12040 POTRANCO ROAD, SAN ANTONIO, TX, U.S.A, 78253",29.43025,-98.7317282,"29.43025, -98.7317282",78253,Deleted NPL,
ROCKWOOL INDUSTRIES INC.,BELL COUNTY,U.S.A,TX,1741 TAYLOR'S VALLEY ROAD,"1741 TAYLOR'S VALLEY ROAD, BELL COUNTY, TX, U.S.A, 76513",31.0370168,-97.3928146,"31.0370168, -97.3928146",76513,Final NPL,48
RSR CORPORATION,DALLAS,U.S.A,TX,WESTMORELAND RD & SINGLETON BLVD,"WESTMORELAND RD & SINGLETON BLVD, DALLAS, TX, U.S.A, 75212",32.7788113,-96.873779,"32.7788113, -96.873779",75212,Final NPL,
SAN JACINTO RIVER WASTE PITS,CHANNELVIEW,U.S.A,TX,"W BANK OF SAN JACINTO RIVER, N OF HWY 10","W BANK OF SAN JACINTO RIVER, N OF HWY 10, CHANNELVIEW, TX, U.S.A, 77530",29.8153596,-95.0862242,"29.8153596, -95.0862242",77530,Final NPL,50
SANDY BEACH ROAD GROUND WATER PLUME,PELICAN BAY,U.S.A,TX,1653 JASON COURT,"1653 JASON COURT, PELICAN BAY, TX, U.S.A, 76020",32.9213711,-97.5210421,"32.9213711, -97.5210421",76020,Final NPL,50
SHERIDAN DISPOSAL SERVICES,HEMPSTEAD,U.S.A,TX,CLARK BOTTOM RD,"CLARK BOTTOM RD, HEMPSTEAD, TX, U.S.A, 77445",30.1931954,-96.1305842,"30.1931954, -96.1305842",77445,Final NPL,30.16
SIKES DISPOSAL PITS,CROSBY,U.S.A,TX,US HWY 90,"US HWY 90, CROSBY, TX, U.S.A, 77532",29.9133729,-95.0461505,"29.9133729, -95.0461505",77532,Final NPL,61.62
SOL LYNN/INDUSTRIAL TRANSFORMERS,HOUSTON,U.S.A,TX,"1415, 1417, 1419 S LOOP WEST","1415, 1417, 1419 S LOOP WEST, HOUSTON, TX, U.S.A, 77054",29.6793024,-95.3983931,"29.6793024, -95.3983931",77054,Final NPL,39.65
SOUTH CAVALCADE STREET,HOUSTON,U.S.A,TX,SE OF CAVALCADE AND MAURY/BTWN BH&T RR,"SE OF CAVALCADE AND MAURY/BTWN BH&T RR, HOUSTON, TX, U.S.A, 77020",29.7692001,-95.3154784,"29.7692001, -95.3154784",77020,Final NPL,38.69
SPRAGUE ROAD GROUND WATER PLUME,ODESSA,U.S.A,TX,WEST 81ST ST AND MARY FRANCIS ST,"WEST 81ST ST AND MARY FRANCIS ST, ODESSA, TX, U.S.A, 79764",31.9188279,-102.4285945,"31.9188279, -102.4285945",79764,Final NPL,43.21
STAR LAKE CANAL,PORT NECHES,U.S.A,TX,NEAR STATE HWY 366 & SARA JANE RD,"NEAR STATE HWY 366 & SARA JANE RD, PORT NECHES, TX, U.S.A, 77651",29.9860115,-93.9985908,"29.9860115, -93.9985908",77651,Final NPL,50
STATE MARINE OF PORT ARTHUR,JEFFERSON COUNTY,U.S.A,TX,OLD YATCH CLUB ROAD ON PLEASURE ISLET,"OLD YATCH CLUB ROAD ON PLEASURE ISLET, JEFFERSON COUNTY, TX, U.S.A, 77642",29.9603329,-93.8652965,"29.9603329, -93.8652965",77642,Deleted NPL,
